Autonomous,Driving_Expertise,Reaction_Time,Fatigue,Decision_Making,Consistency,Weather,Road_Condition,Pedestrians,Animals,Road_Type,Crash_Probability,Crash_Severity
True,1.0,0.20828903726110282,0.0,1.0,1.0,Snowy,Icy,False,True,Curved,0.24079690346552612,2.742338069310523
False,0.5493953412575703,1.0245793171277344,0.1444428573861597,0.8753264258691961,0.7719930706624613,Rainy,Icy,True,True,Turning,1.0,10.0
False,0.9327750762302496,0.9466371329794525,0.20468609916666325,0.5887280343964484,0.5390643104607454,Snowy,Dry,False,True,Turning,1.0,10.0
True,1.0,0.20600589165801325,0.0,1.0,1.0,Snowy,Wet,True,True,Banked,0.2148325082841337,2.443370165682674
True,1.0,0.11417841372614773,0.0,1.0,1.0,Rainy,Dry,False,True,Straight,0.056111119043165084,0.6038223808633016
True,1.0,0.12010420702365382,0.0,1.0,1.0,Foggy,Wet,False,True,Turning,0.15262022036153136,1.6484044072306268
True,1.0,0.47370004633059226,0.0,1.0,1.0,Clear,Dry,False,False,Curved,0.056123942901934655,0.7384788580386931
False,0.9466312557555274,0.7383359524449276,0.13554195366858268,0.7856206199541351,0.5982969381260506,Rainy,Dry,True,False,Curved,0.38338862518571376,6.918972503714276
False,0.5150125326958763,0.32451359810987607,0.24339500916422518,0.666769176555108,0.8989706656451739,Clear,Dry,False,False,Turning,0.2272788092026754,4.129576184053508
True,1.0,0.175802623488412,0.0,1.0,1.0,Clear,Dry,False,True,Turning,0.056547461374119964,0.6317492274823991
True,1.0,0.1436628317957933,0.0,1.0,1.0,Clear,Icy,False,True,Curved,0.10192155994886587,1.1168311989773172
False,0.7478071307485366,0.44132923078488845,0.02495172473985674,0.9118137108306803,0.658106676750402,Snowy,Icy,True,False,Straight,0.5455826552765847,9.226853105531692
True,1.0,0.32779176881070093,0.0,1.0,1.0,Foggy,Icy,False,True,Turning,0.23954788281524517,2.9189576563049036
False,0.6224392034376498,0.2699316529797427,0.9783707718901317,0.9125262805282432,0.8797881353703676,Clear,Wet,True,False,Banked,1.0,10.0
True,1.0,0.3591783177772504,0.0,1.0,1.0,Foggy,Dry,True,False,Curved,0.12306918967953696,1.5253837935907393
False,0.8776644061590811,0.38449089557420313,0.7325683825750826,0.9682596089851817,0.8652126826979878,Clear,Dry,False,True,Curved,0.31511906629492276,5.8415813258984555
False,0.8085120358415094,0.4707173658663319,0.18263155535359865,0.8207763978299123,0.6765611220740015,Foggy,Wet,False,False,Curved,0.42888821720098735,7.497764344019747
True,1.0,0.3606182708311638,0.0,1.0,1.0,Clear,Dry,True,False,Turning,0.07119650765259855,0.8831301530519708
False,0.9135806213767893,0.6668173839125779,0.5400498982575206,0.5559733785028194,0.5185276908107594,Foggy,Icy,True,True,Banked,1.0,10.0
True,1.0,0.4221692783530565,0.0,1.0,1.0,Clear,Dry,True,False,Straight,0.05210465694852953,0.6676931389705905
False,0.7780012988595659,1.2285128253880935,0.9083009211768563,0.7568475666435976,0.7106505078334424,Snowy,Icy,False,False,Banked,1.0,10.0
False,0.6559807749695573,0.5364632750356665,0.5111718457132685,0.6153606378969625,0.9104321884265139,Rainy,Wet,False,True,Straight,0.6738366042945562,10.0
False,0.8098556132851942,0.9374299099282797,0.08575403271006954,0.6503877678648088,0.5251759529250262,Clear,Icy,True,True,Turning,1.0,10.0
True,1.0,0.21144099694589508,0.0,1.0,1.0,Rainy,Wet,True,True,Banked,0.1438257771361195,1.6409955427223897
True,1.0,0.3016678725413094,0.0,1.0,1.0,Foggy,Icy,False,False,Turning,0.19527140651418992,2.345428130283798
False,0.5937458282263361,1.1287406691341686,0.009728343547676044,0.532959032795843,0.5832498528037289,Clear,Dry,False,False,Banked,0.7781317924424391,10.0
False,0.5007450464317547,0.4705785214138869,0.21780400724692894,0.5304797516041293,0.5090868530740729,Snowy,Icy,True,True,Banked,1.0,10.0
True,1.0,0.3374974790550169,0.0,1.0,1.0,Snowy,Dry,False,False,Turning,0.12077393164349501,1.4794786328699
True,1.0,0.2624775165269411,0.0,1.0,1.0,Clear,Dry,True,True,Banked,0.06655879072906815,0.7820558145813628
True,1.0,0.15554548706266577,0.0,1.0,1.0,Clear,Dry,True,False,Curved,0.055695450667500736,0.6147090133500146
False,0.5044531916893162,1.2337037202192234,0.3368384040907142,0.7716633341796397,0.9213226137718367,Snowy,Dry,False,False,Straight,1.0,10.0
False,0.6224719250225665,0.2658608565477651,0.9213593572134169,0.9079678238971438,0.9862204178776087,Clear,Icy,False,False,Banked,1.0,10.0
True,1.0,0.45612744717830733,0.0,1.0,1.0,Foggy,Icy,True,True,Turning,0.3496978620745034,4.560357241490067
False,0.5462334590485424,0.9853677751264329,0.6457617757423223,0.8471514406023096,0.6648630444006938,Rainy,Wet,True,True,Straight,1.0,10.0
True,1.0,0.35436878877810907,0.0,1.0,1.0,Rainy,Icy,False,True,Straight,0.13575049149902935,1.678209829980587
True,1.0,0.2110936355974464,0.0,1.0,1.0,Clear,Dry,False,True,Banked,0.04915795417719833,0.5607590835439664
False,0.6416917762980039,1.3577420042102764,0.27333824234627324,0.7022109867332221,0.7208083761791506,Snowy,Dry,False,False,Turning,1.0,10.0
True,1.0,0.4240453247406457,0.0,1.0,1.0,Clear,Dry,True,True,Banked,0.07655341056085431,0.9819482112170861
False,0.7982317541630659,1.1971752865290772,0.968145981439416,0.5746459065413937,0.9453414581383841,Clear,Icy,True,True,Curved,1.0,10.0
False,0.8444135871706965,1.3762848531955938,0.4675689878121131,0.894834313216592,0.6792555028094853,Rainy,Dry,False,True,Turning,1.0,10.0
False,0.9978728870095082,0.22261589848211136,0.2946592426835739,0.579735180809181,0.5473506226855902,Rainy,Wet,False,True,Curved,0.5451239536372412,9.865679072744825
False,0.969134055336726,1.0168443242437855,0.7863017814721663,0.9872764174914508,0.6729757844077826,Rainy,Icy,False,True,Straight,1.0,10.0
True,1.0,0.2858593064594717,0.0,1.0,1.0,Clear,Wet,False,True,Straight,0.06404529591479702,0.7625059182959404
False,0.5117658155179847,0.31082895968945967,0.5615576002173345,0.7611857956026653,0.7291406172762287,Rainy,Dry,True,False,Turning,0.8216542210418163,10.0
False,0.5343218905882816,0.31644268753097565,0.029365067592739713,0.9522247138041703,0.9732519482536302,Clear,Dry,True,True,Curved,0.15795528949956994,2.5600657899913988
False,0.6121941803236316,1.25936575013008,0.8912054876276341,0.9567232019214097,0.8769597011005461,Foggy,Dry,False,False,Turning,1.0,10.0
True,1.0,0.49138776194991474,0.0,1.0,1.0,Foggy,Wet,True,False,Curved,0.20880174962693854,2.7720349925387704
True,1.0,0.3488156917336958,0.0,1.0,1.0,Snowy,Dry,False,False,Straight,0.08443478537888016,1.0406957075776033
True,1.0,0.48561555067267714,0.0,1.0,1.0,Foggy,Dry,True,False,Turning,0.14994315035178563,1.9848630070357125
False,0.779167134169871,0.7484124728142947,0.49116903542856205,0.7049161550952421,0.5845384641110223,Foggy,Wet,True,False,Curved,1.0,10.0
False,0.726531598668045,0.20493135200593116,0.3919846180625558,0.7091527719184472,0.9046199112662183,Foggy,Dry,True,False,Curved,0.3825597690280117,6.715195380560234
False,0.9917825388781294,1.443310467932948,0.6214011600563009,0.72096489699138,0.9988948941557473,Foggy,Icy,False,True,Curved,1.0,10.0
False,0.9149346652646347,1.0611089014078436,0.578181095869016,0.8195559725451972,0.6808028109932123,Snowy,Icy,False,False,Turning,1.0,10.0
False,0.9867771571337224,0.363220293118667,0.3132070069320083,0.6359376155275667,0.6047374468579871,Clear,Wet,True,False,Turning,0.4106923085986502,7.402646171973004
True,1.0,0.16032635595464897,0.0,1.0,1.0,Clear,Wet,False,False,Curved,0.06449331923788684,0.7138663847577368
True,1.0,0.24276688175433248,0.0,1.0,1.0,Foggy,Icy,False,False,Banked,0.15748869253165043,1.8297738506330086
True,1.0,0.4065659735313797,0.0,1.0,1.0,Rainy,Dry,False,False,Banked,0.07243235356026567,0.9206470712053135
True,1.0,0.2854397244723965,0.0,1.0,1.0,Clear,Icy,False,True,Straight,0.08536422776956176,1.0160845553912352
True,1.0,0.23494526945700708,0.0,1.0,1.0,Clear,Icy,False,True,Banked,0.1001695791814546,1.1585915836290916
False,0.7684201710790362,1.490994150390456,0.40515160754077406,0.9330856717159282,0.5091432718460138,Foggy,Icy,True,True,Banked,1.0,10.0
True,1.0,0.42607101463723973,0.0,1.0,1.0,Clear,Dry,True,True,Straight,0.06275275266663541,0.805775053332708
True,1.0,0.19885382313486888,0.0,1.0,1.0,Foggy,Wet,True,False,Straight,0.12139297091165505,1.3748594182331009
False,0.5020956427745358,1.4297585115703395,0.4966712604632796,0.5502400573847068,0.8649903932283074,Clear,Dry,False,True,Banked,1.0,10.0
True,1.0,0.49980100601573996,0.0,1.0,1.0,Snowy,Dry,True,True,Curved,0.20213577619653322,2.6948755239306643
True,1.0,0.423035091984339,0.0,1.0,1.0,Rainy,Dry,False,True,Straight,0.07220290969672823,0.9256581939345646
True,1.0,0.19628074499052112,0.0,1.0,1.0,Clear,Dry,True,False,Turning,0.06222198505414436,0.703639701082887
True,1.0,0.4122697137272805,0.0,1.0,1.0,Snowy,Icy,True,False,Turning,0.3355979001475335,4.27835800295067
True,1.0,0.3887034163097344,0.0,1.0,1.0,Clear,Icy,False,True,Banked,0.11402896567827363,1.4357793135654722
False,0.960632249748057,1.01729221237171,0.07704131458724306,0.9791022071151044,0.6703630582371982,Foggy,Dry,False,False,Banked,0.35243039980196667,6.388607996039333
False,0.961311989152684,0.9255452214705191,0.6759957139732564,0.9185604879395686,0.7612931197310886,Foggy,Icy,True,True,Straight,1.0,10.0
True,1.0,0.2871793035028908,0.0,1.0,1.0,Clear,Wet,True,False,Straight,0.069457917599282,0.82755835198564
False,0.9879739799901454,0.4010173422747256,0.8937572777480081,0.8384230531592738,0.9395576333931389,Snowy,Dry,False,True,Straight,1.0,10.0
True,1.0,0.294065863903904,0.0,1.0,1.0,Snowy,Wet,False,False,Straight,0.12090212527857475,1.4460425055714945
True,1.0,0.172824471587744,0.0,1.0,1.0,Rainy,Dry,False,False,Straight,0.04882549339763851,0.5445098679527701
False,0.9335657915855966,0.8506516869434801,0.014730477107438689,0.8256659219298257,0.8345648380671686,Foggy,Icy,True,False,Banked,0.6254122796133644,10.0
True,1.0,0.16490770569526514,0.0,1.0,1.0,Foggy,Dry,True,True,Turning,0.13670964979619593,1.517392995923918
False,0.9234579669531171,0.5374560782159419,0.6663817947518811,0.5099615506415573,0.900423509785846,Clear,Wet,True,False,Turning,0.8936089549613045,10.0
False,0.8484907289913588,1.4214839580708252,0.9433219070884403,0.5447213438222336,0.52745935594961,Foggy,Dry,False,True,Curved,1.0,10.0
True,1.0,0.1017647280703268,0.0,1.0,1.0,Clear,Wet,False,True,Turning,0.08032982878839104,0.8577965757678206
False,0.9463940180158983,0.4035029699406779,0.8485346228769518,0.8514081379326344,0.8474190723616861,Clear,Dry,True,False,Straight,0.49522008602188944,9.53000172043779
True,1.0,0.18815625913019504,0.0,1.0,1.0,Rainy,Icy,True,False,Banked,0.1569699146206749,1.7665982924134975
True,1.0,0.2265571291987647,0.0,1.0,1.0,Clear,Wet,True,False,Straight,0.06615137744420148,0.7614275488840294
True,1.0,0.2508227958568071,0.0,1.0,1.0,Rainy,Dry,True,True,Banked,0.09890670402102317,1.1544540804204635
True,1.0,0.19243535896464167,0.0,1.0,1.0,Foggy,Icy,False,False,Turning,0.17895864774586878,2.019172954917375
True,1.0,0.23034065370880358,0.0,1.0,1.0,Foggy,Dry,False,True,Straight,0.0765559677750816,0.8831193555016319
True,1.0,0.29623358996380666,0.0,1.0,1.0,Clear,Wet,False,False,Banked,0.06579349559821887,0.7878699119643773
False,0.6604758081751316,1.1943938828163767,0.8642273702559403,0.5684078691378558,0.8852142061157525,Snowy,Dry,False,False,Curved,1.0,10.0
True,1.0,0.33691013268266917,0.0,1.0,1.0,Snowy,Wet,False,True,Curved,0.20056919637522147,2.456183927504429
False,0.5773822381212582,1.310306506757101,0.6394918117345455,0.8812136153558142,0.9060490898734254,Snowy,Icy,True,False,Banked,1.0,10.0
True,1.0,0.21825432117810217,0.0,1.0,1.0,Snowy,Dry,True,False,Straight,0.09858429959065079,1.1292859918130156
False,0.7342819092472882,0.24768200565527343,0.06465785534339352,0.5508728102867173,0.730346281839811,Foggy,Wet,False,False,Turning,0.5071646888322314,8.97329377664463
False,0.9027544828637482,1.1811083081963683,0.480684343960573,0.9974539639101079,0.8763192416350549,Clear,Icy,False,True,Banked,0.96971850216032,10.0
False,0.6590250853705988,1.472310172742249,0.5300762803550492,0.8881583444241896,0.9443336369182933,Snowy,Icy,True,True,Straight,1.0,10.0
True,1.0,0.2533290566498355,0.0,1.0,1.0,Foggy,Dry,False,False,Turning,0.09384994542793086,1.0969989085586171
False,0.8426255938711662,0.723674637642836,0.14750057379531067,0.7254341251624244,0.7775002662695736,Rainy,Icy,True,False,Banked,0.6546776057610785,10.0
False,0.5680533722426205,0.778915419045936,0.8923679916355531,0.8415963210421593,0.5719084198707147,Foggy,Dry,False,False,Turning,1.0,10.0
False,0.7379439972995555,1.099117120205403,0.35813453498290515,0.5626901731561427,0.946558242771826,Clear,Icy,True,False,Curved,1.0,10.0
True,1.0,0.4189324416614957,0.0,1.0,1.0,Snowy,Icy,False,True,Turning,0.31169189880961257,3.9874379761922514
False,0.8900860487316411,1.2106470086120975,0.2597082406731429,0.6734265677191569,0.5126996736500566,Snowy,Icy,True,True,Straight,1.0,10.0
False,0.7980905952071935,0.7841836441888181,0.951544733772966,0.8882558308870887,0.6571353010529728,Rainy,Wet,True,False,Straight,1.0,10.0
False,0.7499057267259059,0.6407012063826656,0.25469105063963837,0.7181670958196311,0.5384872205059845,Foggy,Wet,False,True,Turning,1.0,10.0
False,0.6050289454322807,0.7231735622469553,0.8372933501767956,0.7277208333039384,0.6031210242966651,Clear,Dry,False,True,Curved,1.0,10.0
False,0.5516437221557529,1.1900497458690005,0.8359166120349507,0.9150661467425216,0.8256244133673878,Clear,Icy,True,True,Curved,1.0,10.0
False,0.5821908379242053,1.2132691560900688,0.15761462313523944,0.9415204396217887,0.6859744567946346,Snowy,Wet,True,False,Straight,1.0,10.0
False,0.5878607106953746,0.33463496332026565,0.4248312335860275,0.7892924212212251,0.603665171505936,Foggy,Wet,False,True,Straight,0.7765899346108124,10.0
True,1.0,0.1382621437218306,0.0,1.0,1.0,Rainy,Dry,True,True,Turning,0.10722768653805607,1.1711137307611215
True,1.0,0.1242200089165654,0.0,1.0,1.0,Foggy,Dry,False,False,Turning,0.08504266725660245,0.9208533451320489
True,1.0,0.4224893718892103,0.0,1.0,1.0,Clear,Dry,False,False,Straight,0.04009241196603601,0.5138482393207201
False,0.8426254429324728,1.4237709890512196,0.2912052987761983,0.5991422541762835,0.5923748255270302,Clear,Wet,True,False,Straight,1.0,10.0
True,1.0,0.4411246154103651,0.0,1.0,1.0,Snowy,Dry,False,False,Turning,0.13259350632124836,1.7158701264249672
True,1.0,0.46635191606046866,0.0,1.0,1.0,Snowy,Dry,False,False,Turning,0.13582959440595593,1.7805918881191185
False,0.6300547795774996,0.40315588671914726,0.3497940496786104,0.8642637901483035,0.9088118299344208,Clear,Icy,True,True,Turning,0.5516260097896484,9.734600195792968
False,0.8503571680113811,1.4886984265263663,0.49325628712909186,0.7704590702845864,0.5435033185782481,Foggy,Dry,True,True,Curved,1.0,10.0
False,0.987470104442552,0.9321759176420825,0.4292379622124112,0.5627193221093907,0.715223542297357,Clear,Wet,True,False,Straight,0.6540212890500141,10.0
False,0.9315063177280294,0.9188541966518584,0.30372239914460264,0.988615245392207,0.7940560523020177,Snowy,Wet,False,False,Curved,0.6569986269910394,10.0
True,1.0,0.3022661979769542,0.0,1.0,1.0,Foggy,Icy,False,True,Turning,0.2344427447281789,2.816854894563577
False,0.8767686762391897,1.3004337871994713,0.02170039839778959,0.5222974253655981,0.5051147813540224,Snowy,Wet,True,False,Turning,1.0,10.0
True,1.0,0.408658892148001,0.0,1.0,1.0,Clear,Icy,True,True,Curved,0.16467078781052522,2.0953357562105044
False,0.7711069493458507,1.388030660487512,0.5847815813509416,0.5866763625247489,0.5784387266207334,Foggy,Wet,True,True,Banked,1.0,10.0
True,1.0,0.197871405951741,0.0,1.0,1.0,Rainy,Dry,True,True,Straight,0.0776328854631185,0.8787377092623699
False,0.9267535059654171,0.2771934423415268,0.6181917778010385,0.8646927037322598,0.994655290013718,Clear,Dry,True,False,Banked,0.18444870493669244,3.2313740987338484
False,0.8475713013983062,0.47059662275698866,0.19364104237446933,0.887882419845474,0.5963740530429298,Foggy,Wet,True,True,Turning,0.7349152772905164,10.0
False,0.5661313496799858,1.2553994409637506,0.02665229400112934,0.7821653215088735,0.8702094612209715,Rainy,Wet,True,False,Curved,1.0,10.0
True,1.0,0.16467691922099537,0.0,1.0,1.0,Rainy,Dry,True,False,Banked,0.07710493548867207,0.8556987097734414
True,1.0,0.4805515380395705,0.0,1.0,1.0,Clear,Wet,False,False,Banked,0.07768906713312027,1.0257813426624052
True,1.0,0.13010158384180698,0.0,1.0,1.0,Clear,Dry,True,False,Turning,0.05921606963200726,0.643521392640145
True,1.0,0.46256577675011,0.0,1.0,1.0,Snowy,Wet,False,False,Curved,0.18738537407318048,2.4517074814636097
False,0.670948913775884,1.4817787784030945,0.09778891195324702,0.5662195428491066,0.6977616080877875,Snowy,Dry,False,True,Curved,1.0,10.0
False,0.61605956674571,0.7210169551263861,0.9441541166868224,0.9274854509189376,0.6370347383374443,Clear,Icy,True,True,Turning,1.0,10.0
True,1.0,0.45891964109452443,0.0,1.0,1.0,Foggy,Dry,False,False,Turning,0.11238325552794622,1.467665110558924
False,0.9043257749321034,0.49713921721566173,0.004509468161179808,0.7965457445321202,0.829922384552012,Rainy,Icy,True,False,Straight,0.28229127948909666,4.522625589781933
True,1.0,0.16648613722667255,0.0,1.0,1.0,Foggy,Wet,True,False,Straight,0.11844646269481533,1.3159292538963063
False,0.5049665470339173,0.3223132927132958,0.2098837324961672,0.8859465239181146,0.5501837565820168,Clear,Dry,False,True,Banked,0.2766409779526269,5.110419559052537
False,0.9586626983854163,0.7992941307203816,0.1396575589547181,0.7330688819492781,0.9869123776512213,Clear,Wet,True,True,Turning,0.3492240421405965,6.01104084281193
True,1.0,0.3006873504676109,0.0,1.0,1.0,Foggy,Icy,False,True,Curved,0.2161237939923854,2.594475879847708
True,1.0,0.39438150801560556,0.0,1.0,1.0,Rainy,Icy,False,False,Straight,0.11721945765160853,1.4803891530321704
False,0.7463546530680631,0.696864960926542,0.5745811104645897,0.9808212079441905,0.9403138057681849,Clear,Wet,False,False,Straight,0.27552547354358786,5.078509470871757
False,0.9363035396393806,1.4255828356318752,0.16592915609697478,0.7336349737510519,0.7714508535918301,Rainy,Icy,False,False,Straight,1.0,10.0
False,0.8676204440269311,0.8895262498388965,0.8295423294515707,0.7707429348371783,0.9863302624778357,Foggy,Wet,False,True,Banked,1.0,10.0
False,0.8942680551555048,0.2233863008138007,0.5079153795996717,0.6989492903733813,0.5626646453829934,Foggy,Icy,False,False,Curved,0.977668102013668,10.0
False,0.5400765492980764,0.9612829045156177,0.16877300706095355,0.5795119895510878,0.5917834522931888,Rainy,Wet,False,True,Banked,1.0,10.0
False,0.5840013241653627,1.3477998799496456,0.2998757321180562,0.5860516673046001,0.7055945775982102,Foggy,Dry,True,True,Banked,1.0,10.0
True,1.0,0.1982735512317959,0.0,1.0,1.0,Foggy,Dry,True,True,Curved,0.12942811460843331,1.4653622921686662
True,1.0,0.34219381422449846,0.0,1.0,1.0,Foggy,Dry,False,True,Straight,0.08395187484241605,1.031037496848321
True,1.0,0.2639637362912355,0.0,1.0,1.0,Snowy,Wet,True,False,Straight,0.15334501548626048,1.8033003097252094
False,0.5971026539247912,0.28677930176539906,0.8359538710492873,0.8235079535817285,0.5093815278901772,Clear,Wet,False,True,Banked,1.0,10.0
True,1.0,0.19824412873606542,0.0,1.0,1.0,Rainy,Icy,True,True,Straight,0.1553102271040253,1.758364542080506
False,0.9181769619274153,0.3217399911053221,0.9496377080074417,0.6110963910159524,0.9260889850772508,Rainy,Icy,True,True,Curved,1.0,10.0
False,0.8295379170673782,0.6164820352194198,0.2809866026061272,0.5554486398528102,0.8425436718328383,Clear,Wet,True,True,Turning,0.5920733445412207,10.0
False,0.6406900965362363,1.1213250002521131,0.71322822525645,0.6769942902413135,0.5073626845048476,Snowy,Dry,False,False,Curved,1.0,10.0
False,0.7118296254058618,0.7781007615775695,0.4256107185709087,0.5733065674356732,0.6114656987536575,Foggy,Dry,False,True,Curved,1.0,10.0
True,1.0,0.35716564934508976,0.0,1.0,1.0,Clear,Dry,True,False,Straight,0.04914098002726038,0.6084196005452076
True,1.0,0.47547649502769007,0.0,1.0,1.0,Foggy,Wet,True,False,Banked,0.1884290590338556,2.4815811806771113
True,1.0,0.46615727468987045,0.0,1.0,1.0,Clear,Wet,False,False,Banked,0.07660739690966224,1.0041479381932445
False,0.7616794495359519,0.8195914271200337,0.4202232650987475,0.9592932080926443,0.5158230380043008,Rainy,Wet,True,False,Turning,1.0,10.0
False,0.9399997533431905,1.2515075936190774,0.47338146960581684,0.9291739998019519,0.5500433873817214,Rainy,Wet,False,True,Straight,1.0,10.0
True,1.0,0.21991189330021507,0.0,1.0,1.0,Snowy,Dry,True,False,Curved,0.13161594043269487,1.5091188086538971
False,0.6538262265421775,1.2029443155788988,0.07776941186623598,0.7481051279910589,0.609512147563205,Rainy,Dry,True,False,Curved,1.0,10.0
False,0.7243176310147069,1.1891121446837725,0.010780268650560032,0.6794677074035498,0.6467109500345247,Foggy,Wet,False,True,Turning,1.0,10.0
False,0.7797059549682586,0.25390116993439316,0.6882144098550862,0.5864783011297137,0.7578588479529076,Foggy,Icy,True,False,Curved,1.0,10.0
True,1.0,0.30034392438649216,0.0,1.0,1.0,Foggy,Dry,True,True,Banked,0.12873689646511308,1.5451379293022616
True,1.0,0.13654810008649476,0.0,1.0,1.0,Foggy,Icy,False,False,Banked,0.14521964435456858,1.584392887091371
True,1.0,0.29078223566302813,0.0,1.0,1.0,Foggy,Dry,False,True,Straight,0.08038254387810445,0.9596508775620888
False,0.9232149856073535,1.0256183127592113,0.7370392016609254,0.6468000084986127,0.7278053481325091,Clear,Wet,False,True,Banked,1.0,10.0
False,0.8638707227080185,0.3070607111223181,0.7524418268454988,0.9216206731342718,0.9815094316606935,Foggy,Wet,True,False,Straight,0.6844292762881272,10.0
True,1.0,0.37177463733207916,0.0,1.0,1.0,Foggy,Wet,False,False,Turning,0.15555402830600634,1.9410805661201267
False,0.9411340232715264,0.31326629650076754,0.3727670074736805,0.7587645975744158,0.8044643833162388,Snowy,Dry,False,True,Banked,0.333388151781575,5.7173630356315
True,1.0,0.33074586940742523,0.0,1.0,1.0,Clear,Dry,True,False,Turning,0.06937756119697318,0.8467512239394634
False,0.8249060393916727,1.28891630791671,0.3850587458940883,0.6450279689442106,0.6180939464395527,Clear,Dry,False,False,Straight,1.0,10.0
True,1.0,0.38235515727990466,0.0,1.0,1.0,Snowy,Wet,True,False,Straight,0.16958875731820355,2.128175146364071
True,1.0,0.2585432186217516,0.0,1.0,1.0,Snowy,Wet,False,True,Curved,0.18790827316679984,2.2029654633359965
False,0.8504215210357996,1.3539632251575038,0.12024277111883186,0.9665079792426501,0.591518196221052,Snowy,Icy,True,True,Turning,1.0,10.0
True,1.0,0.34572334592385495,0.0,1.0,1.0,Rainy,Wet,False,False,Banked,0.10292159993055099,1.2664319986110195
False,0.8381263896740776,1.250839613187217,0.046690831983170034,0.7353640971758584,0.6026230997318072,Snowy,Icy,False,False,Curved,1.0,10.0
False,0.5120351975481621,1.2969850041671573,0.7988199665714567,0.8188402329484106,0.9240802639048817,Snowy,Dry,False,True,Turning,1.0,10.0
False,0.529341352218247,1.0422852055235348,0.5610344292416233,0.8824971195316269,0.8824211659943666,Foggy,Icy,True,True,Straight,1.0,10.0
False,0.6029663726196401,1.2906166663732372,0.7625366007516394,0.7011095723621772,0.5814296475718932,Snowy,Icy,False,True,Turning,1.0,10.0
True,1.0,0.2962152246236742,0.0,1.0,1.0,Clear,Wet,True,True,Straight,0.08397514411859713,1.0055828823719426
False,0.5452185103950692,1.1587990536447328,0.9220549762701675,0.7669467308479869,0.9111792662384306,Rainy,Wet,False,True,Curved,1.0,10.0
False,0.5788675361506903,0.4681208866339347,0.6954560398411631,0.7677811186275006,0.9768403271767068,Foggy,Icy,False,True,Turning,1.0,10.0
True,1.0,0.14518188918315464,0.0,1.0,1.0,Rainy,Dry,True,False,Banked,0.07599544114296161,0.8335088228592321
False,0.7994071996943363,0.28256222234673267,0.3399785818124266,0.7693041132360294,0.594925459481745,Foggy,Icy,False,False,Straight,0.5510379973858048,9.940759947716097
False,0.8293444767085824,0.5189649496617912,0.05430349482130059,0.5733490429178252,0.9357826325809129,Foggy,Wet,True,False,Curved,0.5101442892256224,8.798885784512448
True,1.0,0.2545458514512112,0.0,1.0,1.0,Clear,Wet,True,False,Turning,0.09769930120814349,1.1427860241628698
False,0.9415140958324069,0.8860151190598895,0.8636974450618419,0.8793117363115116,0.9605692887745985,Snowy,Icy,False,True,Straight,1.0,10.0
False,0.500736349074964,1.4213271028056649,0.7747106704591314,0.5572188216297105,0.5271996071074745,Clear,Wet,False,True,Straight,1.0,10.0
True,1.0,0.1814348340960974,0.0,1.0,1.0,Rainy,Wet,False,True,Turning,0.1277752547668007,1.4323050953360144
False,0.5751113203491722,0.4152857227685284,0.9458691806690327,0.7751338935414449,0.8256409945715918,Clear,Icy,True,False,Curved,1.0,10.0
False,0.5736525823039567,0.8599350628085614,0.5794536245311858,0.6694395316817219,0.7824734493488472,Foggy,Wet,False,True,Straight,1.0,10.0
False,0.769918449231171,0.7498770543797089,0.5923363170431775,0.5561666366429341,0.7999203983119066,Snowy,Icy,False,True,Straight,1.0,10.0
False,0.5662158504707961,0.9247101012097425,0.5303837741424804,0.9203359597054983,0.6200538710687326,Snowy,Dry,True,False,Turning,1.0,10.0
True,1.0,0.3690071341435759,0.0,1.0,1.0,Clear,Wet,True,True,Turning,0.12910426264221572,1.6086452528443143
False,0.8151070350816874,0.4390445503182898,0.2530817637891164,0.9991599117290999,0.8402334035237142,Foggy,Wet,False,True,Banked,0.3286153934453815,5.38430786890763
False,0.9052532265406994,1.409580327980776,0.14260417445195162,0.5811531456471586,0.9384526400787196,Snowy,Dry,True,True,Straight,1.0,10.0
True,1.0,0.28341173936197717,0.0,1.0,1.0,Rainy,Wet,True,True,Curved,0.16618276416210984,1.9758152832421971
False,0.9114590354873329,1.4048983604869303,0.05879876948837626,0.8050224348035548,0.8245126000085661,Rainy,Dry,True,False,Turning,1.0,10.0
False,0.659122538316837,1.2978001519613835,0.8913972727187409,0.6541693435684913,0.6759652881132804,Snowy,Dry,True,False,Curved,1.0,10.0
False,0.8948864242703345,1.2125498013505305,0.2783813527201836,0.5081341675329852,0.6215357850257455,Rainy,Icy,False,False,Straight,1.0,10.0
False,0.9371391524257124,0.9409422195501644,0.9980775825561059,0.6243848410165711,0.6847193400429383,Snowy,Icy,False,True,Straight,1.0,10.0
True,1.0,0.27115501176846135,0.0,1.0,1.0,Snowy,Wet,True,True,Curved,0.24678783972292126,2.913996794458425
True,1.0,0.1517391066933668,0.0,1.0,1.0,Snowy,Wet,False,False,Banked,0.13217026532821957,1.455405306564391
True,1.0,0.48052634375265924,0.0,1.0,1.0,Foggy,Icy,False,True,Curved,0.2542488453837143,3.356976907674285
False,0.7818377711619533,0.36745412807467215,0.38383165312523304,0.6990775692189911,0.9832491928849552,Rainy,Icy,False,True,Curved,0.5529224001540428,9.676048003080856
True,1.0,0.33519508217219457,0.0,1.0,1.0,Snowy,Dry,True,False,Turning,0.15669576699622262,1.9171153399244523
